epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
34,954.174,0.63666,0.98414,1.08201,0.99032,0.96691,0.98778,0.86013,0.50117,0.53332,0.93921,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
35,979.3,0.61741,0.92864,1.07048,0.98912,0.97013,0.9854,0.85357,0.49652,0.51775,0.93067,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
36,1005.03,0.62559,0.92024,1.08289,0.99462,0.96688,0.98878,0.8657,0.49258,0.49772,0.92775,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
37,1030.67,0.61988,0.91531,1.08707,0.98919,0.97237,0.98862,0.86573,0.49097,0.49687,0.93173,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
38,1056.96,0.60797,0.89763,1.04648,0.99286,0.96578,0.98962,0.86378,0.4948,0.48697,0.93272,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
39,1084.07,0.60554,0.87953,1.06224,0.98894,0.96505,0.98671,0.86212,0.47751,0.48344,0.92143,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
40,1109.71,0.59858,0.86046,1.05133,0.98893,0.97568,0.99095,0.87691,0.46821,0.46485,0.91473,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
41,1138.21,0.57309,1.24393,1.08535,0.98019,0.96518,0.98702,0.85489,0.51153,0.55494,0.94372,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
42,1165.05,0.56377,1.16475,1.05094,0.97652,0.96901,0.9893,0.85911,0.49886,0.55738,0.93698,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
43,1190.61,0.54259,1.09528,1.06057,0.96645,0.96894,0.9811,0.85636,0.48278,0.55581,0.92369,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
44,1217.02,0.52148,1.07727,1.02548,0.98417,0.96423,0.98556,0.86357,0.47598,0.53849,0.92003,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
45,1242.81,0.50787,1.06536,1.01038,0.98971,0.97138,0.98857,0.86976,0.46979,0.53612,0.91386,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
46,1269.14,0.50528,1.01894,1.0283,0.98873,0.96772,0.99024,0.87773,0.45917,0.50639,0.90748,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
47,1293.75,0.47402,1.21513,0.99561,0.98468,0.96738,0.98976,0.87795,0.45726,0.50535,0.90662,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
48,1318.73,0.48952,1.09876,1.00494,0.98962,0.96659,0.99057,0.88122,0.44961,0.49539,0.89822,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
49,1343.39,0.50218,1.15604,1.01457,0.99148,0.96597,0.99093,0.8802,0.4497,0.49487,0.8986,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
50,1368.95,0.48057,0.98499,0.98319,0.98795,0.96424,0.99081,0.87866,0.4473,0.48955,0.89755,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
