epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
17,309.639,0.79325,1.44955,1.17866,0.96911,0.88423,0.95199,0.77509,0.69428,1.11199,1.11164,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
18,327.348,0.73717,1.40543,1.15101,0.9709,0.88919,0.95558,0.77377,0.6735,1.06144,1.10958,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
19,343.603,0.74694,1.36153,1.13506,0.96231,0.91208,0.96124,0.78986,0.64641,1.04387,1.09207,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
20,361.293,0.74762,1.37175,1.16942,0.97815,0.9223,0.96458,0.79536,0.63761,1.00794,1.07245,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
21,378.99,0.71927,1.27693,1.13581,0.98939,0.90593,0.96929,0.79864,0.63749,0.9612,1.06948,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
22,395.685,0.68919,1.24088,1.1221,0.97674,0.9359,0.97443,0.80484,0.62845,0.91346,1.06073,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
23,413.96,0.70114,1.25108,1.13257,0.97203,0.93136,0.97649,0.81767,0.61391,0.88673,1.05098,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
24,430.041,0.69218,1.21528,1.1126,0.97081,0.9336,0.97627,0.81176,0.61494,0.9146,1.04761,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
25,447.545,0.68133,1.21386,1.13184,0.97549,0.94681,0.97765,0.81551,0.60729,0.86909,1.03573,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
26,464.004,0.67869,1.16134,1.11205,0.98515,0.95064,0.98049,0.82603,0.58787,0.82642,1.02526,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
27,481.505,0.7014,1.15376,1.13718,0.98501,0.94557,0.98305,0.82813,0.58785,0.82274,1.02626,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
28,498.052,0.68199,1.14348,1.10645,0.97432,0.9557,0.98367,0.83296,0.57558,0.81345,1.01783,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
29,515.403,0.65665,1.08242,1.09736,0.97204,0.95755,0.98417,0.83646,0.5584,0.77972,1.01037,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
30,531.816,0.69275,1.13666,1.11741,0.9775,0.95895,0.98509,0.84002,0.55273,0.74574,0.99886,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
31,549.261,0.67201,1.09312,1.10572,0.98349,0.96675,0.98488,0.83822,0.54894,0.73866,0.99605,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
32,565.57,0.67655,1.15178,1.10919,0.98462,0.96705,0.9847,0.84498,0.54937,0.74103,0.99719,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
33,582.787,0.65436,1.13446,1.10516,0.98115,0.96707,0.98514,0.8534,0.53659,0.70969,0.98464,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
34,599.305,0.66128,1.06663,1.09406,0.98256,0.96509,0.98677,0.85115,0.53977,0.70113,0.9894,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
35,616.333,0.65785,1.08406,1.09915,0.98531,0.96376,0.98619,0.85015,0.54434,0.68218,0.99396,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
36,632.683,0.63646,1.04885,1.09316,0.98115,0.96404,0.98612,0.85307,0.5311,0.67926,0.97932,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
37,649.452,0.65141,1.04106,1.08784,0.97418,0.97398,0.98303,0.84851,0.51974,0.67835,0.97291,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
38,665.431,0.62478,1.02558,1.07972,0.98546,0.96304,0.98645,0.8598,0.51199,0.66766,0.96665,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
39,682.355,0.61669,0.98133,1.06162,0.98676,0.96371,0.98791,0.85724,0.51146,0.655,0.96294,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
40,698.527,0.60712,0.96265,1.0577,0.98763,0.96309,0.98833,0.86272,0.50513,0.63815,0.96039,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
