epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,221.302,0.83758,1.59723,1.20158,0.90652,0.66515,0.80308,0.57158,1.00342,1.51167,1.30771,0.00407479,0.00135826,0.00407479,0.00135826,0.00407479,0.00135826,0.00407479,0.00135826
12,238.732,0.82452,1.43125,1.16661,0.84151,0.69019,0.80469,0.59137,0.97082,1.46885,1.30209,0.00405357,0.00135119,0.00405357,0.00135119,0.00405357,0.00135119,0.00405357,0.00135119
13,255.776,0.81619,1.41091,1.1721,0.91743,0.7178,0.8342,0.60449,0.96377,1.39608,1.30189,0.00403235,0.00134412,0.00403235,0.00134412,0.00403235,0.00134412,0.00403235,0.00134412
14,272.604,0.77449,1.3313,1.14553,0.88504,0.72299,0.82551,0.60526,0.9896,1.35856,1.30955,0.00401113,0.00133704,0.00401113,0.00133704,0.00401113,0.00133704,0.00401113,0.00133704
15,289.699,0.77864,1.34208,1.16636,0.81848,0.75715,0.82321,0.59556,0.97874,1.35913,1.31118,0.00398991,0.00132997,0.00398991,0.00132997,0.00398991,0.00132997,0.00398991,0.00132997
16,307.181,0.75684,1.24437,1.13144,0.95664,0.69457,0.82292,0.61094,0.95968,1.30412,1.28885,0.00396869,0.0013229,0.00396869,0.0013229,0.00396869,0.0013229,0.00396869,0.0013229
17,323.471,0.74836,1.20523,1.12455,0.93032,0.73281,0.83798,0.61073,0.96428,1.20765,1.29599,0.00394747,0.00131582,0.00394747,0.00131582,0.00394747,0.00131582,0.00394747,0.00131582
18,340.019,0.72663,1.13044,1.1146,0.88871,0.7477,0.83591,0.62324,0.96082,1.19548,1.27819,0.00392625,0.00130875,0.00392625,0.00130875,0.00392625,0.00130875,0.00392625,0.00130875
19,356.364,0.71639,1.18612,1.12118,0.92737,0.7497,0.85228,0.60727,0.99335,1.16621,1.32221,0.00390503,0.00130168,0.00390503,0.00130168,0.00390503,0.00130168,0.00390503,0.00130168
20,373.748,0.71214,1.13158,1.10638,0.94576,0.74993,0.85914,0.6218,0.95331,1.10214,1.27411,0.00388381,0.0012946,0.00388381,0.0012946,0.00388381,0.0012946,0.00388381,0.0012946
21,392.683,0.70662,1.09248,1.09925,0.91324,0.76451,0.83248,0.61659,0.9332,1.12901,1.29456,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753
22,412.853,0.70641,1.10549,1.11085,0.90174,0.74027,0.82171,0.60502,0.9438,1.1243,1.28828,0.00384137,0.00128046,0.00384137,0.00128046,0.00384137,0.00128046,0.00384137,0.00128046
23,433.562,0.68707,1.01751,1.0851,0.88542,0.77589,0.81741,0.59995,0.95352,1.0975,1.31646,0.00382015,0.00127338,0.00382015,0.00127338,0.00382015,0.00127338,0.00382015,0.00127338
24,453.579,0.6667,0.99445,1.07806,0.88698,0.726,0.83124,0.60787,0.96175,1.06961,1.29027,0.00379893,0.00126631,0.00379893,0.00126631,0.00379893,0.00126631,0.00379893,0.00126631
25,472.814,0.67937,1.05692,1.09606,0.9343,0.73599,0.83412,0.60594,0.98216,1.05381,1.3002,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923
26,491.158,0.65371,1.19594,1.07023,0.93313,0.75085,0.83215,0.61399,0.95333,1.06169,1.29356,0.00375648,0.00125216,0.00375648,0.00125216,0.00375648,0.00125216,0.00375648,0.00125216
27,509.727,0.67225,0.95191,1.09517,0.9579,0.71211,0.82541,0.61039,0.95282,1.0539,1.27886,0.00373526,0.00124509,0.00373526,0.00124509,0.00373526,0.00124509,0.00373526,0.00124509
28,528.298,0.68294,1.00202,1.08682,0.94209,0.73884,0.82573,0.60589,0.93509,1.03925,1.29408,0.00371404,0.00123801,0.00371404,0.00123801,0.00371404,0.00123801,0.00371404,0.00123801
29,546.793,0.64667,0.9055,1.0613,0.9198,0.7501,0.83432,0.61663,0.95264,1.03064,1.29868,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094
30,564.996,0.65541,0.90998,1.08284,0.95164,0.73948,0.83889,0.6112,0.97994,0.97247,1.32189,0.0036716,0.00122387,0.0036716,0.00122387,0.0036716,0.00122387,0.0036716,0.00122387
31,583.694,0.65353,0.89454,1.07021,0.90357,0.77077,0.83403,0.62921,0.916,0.9528,1.23582,0.00365038,0.00121679,0.00365038,0.00121679,0.00365038,0.00121679,0.00365038,0.00121679
32,611.436,0.63831,0.8804,1.06809,0.93077,0.73275,0.82776,0.61205,0.94224,0.93428,1.27694,0.00362916,0.00120972,0.00362916,0.00120972,0.00362916,0.00120972,0.00362916,0.00120972
33,629.885,0.63313,0.85116,1.06049,0.89488,0.75301,0.82918,0.62477,0.95888,0.96825,1.29632,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265
34,648.399,0.62297,0.84443,1.04656,0.93122,0.77014,0.83729,0.61807,0.96838,0.97012,1.32084,0.00358672,0.00119557,0.00358672,0.00119557,0.00358672,0.00119557,0.00358672,0.00119557
35,667.302,0.62961,0.81683,1.03625,0.93214,0.75079,0.82727,0.62223,0.94584,0.97356,1.31367,0.0035655,0.0011885,0.0035655,0.0011885,0.0035655,0.0011885,0.0035655,0.0011885
36,686.369,0.61888,0.82424,1.05912,0.95095,0.72527,0.82195,0.61181,0.95099,0.99688,1.2794,0.00354428,0.00118143,0.00354428,0.00118143,0.00354428,0.00118143,0.00354428,0.00118143
37,713.534,0.6416,0.84159,1.05772,0.90517,0.74193,0.8261,0.61291,0.95896,0.98058,1.30816,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
38,731.165,0.6213,0.84139,1.0509,0.9028,0.76239,0.84074,0.62617,0.91877,0.93684,1.27587,0.00350184,0.00116728,0.00350184,0.00116728,0.00350184,0.00116728,0.00350184,0.00116728
39,750.21,0.59712,0.77775,1.03696,0.93897,0.71987,0.84312,0.6334,0.92489,0.95321,1.27701,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021
40,768.693,0.61679,0.75414,1.03369,0.88116,0.78489,0.84391,0.63123,0.92564,0.9162,1.27301,0.00345939,0.00115313,0.00345939,0.00115313,0.00345939,0.00115313,0.00345939,0.00115313
41,787.014,0.62151,0.77358,1.04836,0.95717,0.73088,0.8336,0.63335,0.92275,0.96675,1.27667,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
42,806.097,0.5882,0.75068,1.03629,0.87405,0.7789,0.83673,0.62463,0.92977,0.92764,1.28223,0.00341695,0.00113898,0.00341695,0.00113898,0.00341695,0.00113898,0.00341695,0.00113898
43,823.716,0.58225,0.73177,1.02422,0.92677,0.7576,0.82105,0.61696,0.93781,0.96577,1.28972,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191
44,842.535,0.58048,0.75561,1.03697,0.91135,0.75112,0.82243,0.60587,0.96698,0.95975,1.3108,0.00337451,0.00112484,0.00337451,0.00112484,0.00337451,0.00112484,0.00337451,0.00112484
45,860.682,0.59645,0.73904,1.03685,0.93775,0.72381,0.84393,0.63055,0.91509,0.8876,1.27294,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
46,878.211,0.58624,0.73204,1.02409,0.90422,0.73498,0.82797,0.62187,0.90787,0.95456,1.28664,0.00333207,0.00111069,0.00333207,0.00111069,0.00333207,0.00111069,0.00333207,0.00111069
47,904.753,0.59607,0.8011,1.01567,0.89766,0.75003,0.83529,0.62022,0.93966,0.94735,1.29386,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362
48,923.289,0.57019,0.69427,1.01992,0.87238,0.77401,0.83192,0.62386,0.93566,0.93534,1.28373,0.00328963,0.00109654,0.00328963,0.00109654,0.00328963,0.00109654,0.00328963,0.00109654
49,941.42,0.59908,0.69565,1.0539,0.90581,0.74599,0.83051,0.62906,0.92232,0.92909,1.27153,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
50,959.157,0.58298,0.73199,1.03849,0.9422,0.72151,0.83763,0.63294,0.90137,0.90008,1.26681,0.00324719,0.0010824,0.00324719,0.0010824,0.00324719,0.0010824,0.00324719,0.0010824
51,976.437,0.56134,0.67381,1.01751,0.9194,0.75625,0.84974,0.63435,0.92337,0.90334,1.27038,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532
52,994.16,0.5575,0.78511,1.00808,0.9156,0.76064,0.84084,0.61949,0.94815,0.92664,1.29298,0.00320475,0.00106825,0.00320475,0.00106825,0.00320475,0.00106825,0.00320475,0.00106825
53,1011.67,0.55605,0.64746,1.00521,0.86413,0.73977,0.80842,0.60213,0.91196,0.97851,1.28137,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
54,1028.81,0.56339,0.67606,1.01334,0.93334,0.71359,0.82753,0.61609,0.94197,0.95866,1.31845,0.00316231,0.0010541,0.00316231,0.0010541,0.00316231,0.0010541,0.00316231,0.0010541
55,1046.55,0.55012,0.64478,1.01331,0.89037,0.7786,0.83951,0.63323,0.92635,0.86938,1.28785,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703
56,1064.29,0.53579,0.63593,1.00162,0.95858,0.75741,0.84853,0.63642,0.9128,0.86257,1.27313,0.00311986,0.00103995,0.00311986,0.00103995,0.00311986,0.00103995,0.00311986,0.00103995
57,1081.66,0.55916,0.64821,1.02353,0.90339,0.78492,0.83907,0.6343,0.90721,0.87572,1.27506,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
58,1099.56,0.53195,0.62477,1.00656,0.93298,0.76898,0.84752,0.63324,0.93621,0.86289,1.3007,0.00307742,0.00102581,0.00307742,0.00102581,0.00307742,0.00102581,0.00307742,0.00102581
59,1125.9,0.57949,0.64103,1.02693,0.94908,0.74451,0.84259,0.62176,0.95878,0.88179,1.30975,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873
60,1143.72,0.57705,0.65449,1.01708,0.88124,0.73545,0.81538,0.62004,0.93082,0.94654,1.28611,0.00303498,0.00101166,0.00303498,0.00101166,0.00303498,0.00101166,0.00303498,0.00101166
61,1160.81,0.53014,0.6063,0.99969,0.88044,0.76559,0.82624,0.62594,0.92423,0.92239,1.29249,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
62,1177.92,0.54205,0.58733,1.00619,0.92441,0.77219,0.84789,0.64795,0.90372,0.85905,1.26698,0.00299254,0.000997513,0.00299254,0.000997513,0.00299254,0.000997513,0.00299254,0.000997513
63,1204.32,0.53105,0.61325,1.01614,0.92382,0.74479,0.83409,0.63069,0.91955,0.90276,1.31164,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044
64,1221.96,0.5298,0.59642,1.00467,0.88762,0.74331,0.83786,0.62525,0.93186,0.93674,1.29188,0.0029501,0.000983366,0.0029501,0.000983366,0.0029501,0.000983366,0.0029501,0.000983366
65,1247.87,0.52306,0.58196,0.99947,0.86276,0.74809,0.83465,0.62722,0.9001,0.95282,1.26351,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
66,1265.54,0.54352,0.58719,1.01488,0.89823,0.77133,0.84866,0.6323,0.90985,0.90851,1.29002,0.00290766,0.000969219,0.00290766,0.000969219,0.00290766,0.000969219,0.00290766,0.000969219
67,1283.68,0.53716,0.59255,1.00985,0.91515,0.76538,0.8431,0.63769,0.91577,0.88379,1.27566,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146
68,1382.63,0.52232,0.58447,0.99423,0.91245,0.73701,0.83187,0.63626,0.90108,0.88808,1.2675,0.00286522,0.000955072,0.00286522,0.000955072,0.00286522,0.000955072,0.00286522,0.000955072
69,1519.25,0.5407,0.58647,1.00449,0.91981,0.76211,0.84341,0.63724,0.89877,0.86066,1.27197,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
70,1672.23,0.51275,0.58544,0.98642,0.93821,0.70624,0.83497,0.63237,0.91684,0.92675,1.29491,0.00282278,0.000940925,0.00282278,0.000940925,0.00282278,0.000940925,0.00282278,0.000940925
71,1826.39,0.50762,0.57026,0.99535,0.89808,0.76105,0.83472,0.64139,0.90759,0.89867,1.2917,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851
72,1987.67,0.55035,0.58405,1.01282,0.88752,0.75654,0.83025,0.62676,0.9253,0.89909,1.32165,0.00278033,0.000926778,0.00278033,0.000926778,0.00278033,0.000926778,0.00278033,0.000926778
73,2156.85,0.50712,0.55871,0.97557,0.89272,0.74549,0.82631,0.63165,0.90645,0.89784,1.27569,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
74,2328.23,0.52861,0.56319,0.98664,0.89007,0.76716,0.82499,0.61913,0.94836,0.91938,1.30376,0.00273789,0.000912631,0.00273789,0.000912631,0.00273789,0.000912631,0.00273789,0.000912631
75,2489.61,0.50402,0.55111,0.98047,0.90613,0.75619,0.83599,0.63156,0.93619,0.91843,1.31627,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557
76,2653.78,0.50475,0.55382,0.98521,0.91275,0.74596,0.83122,0.62236,0.91894,0.88263,1.32656,0.00269545,0.000898484,0.00269545,0.000898484,0.00269545,0.000898484,0.00269545,0.000898484
77,2815.25,0.51449,0.53908,0.98984,0.93078,0.7211,0.82306,0.61485,0.95275,0.91451,1.35138,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
78,2964.76,0.51059,0.5286,0.99099,0.89374,0.71615,0.81918,0.62008,0.90379,0.88368,1.29728,0.00265301,0.000884337,0.00265301,0.000884337,0.00265301,0.000884337,0.00265301,0.000884337
79,3130.72,0.51138,0.58563,0.98696,0.87719,0.73793,0.82092,0.62929,0.88397,0.91475,1.27033,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263
80,3203.5,0.48293,0.49992,0.97685,0.88391,0.75449,0.8446,0.64283,0.89806,0.87829,1.29529,0.00261057,0.00087019,0.00261057,0.00087019,0.00261057,0.00087019,0.00261057,0.00087019
81,3260.54,0.52051,0.51082,0.99633,0.89531,0.74334,0.83648,0.64906,0.88338,0.88437,1.27157,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
82,3334.69,0.51148,0.52381,1.003,0.93284,0.71484,0.83017,0.63646,0.90284,0.92091,1.27192,0.00256813,0.000856042,0.00256813,0.000856042,0.00256813,0.000856042,0.00256813,0.000856042
83,3404.52,0.50622,0.54708,0.98485,0.94324,0.71504,0.83213,0.64102,0.90073,0.93032,1.2806,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969
84,3468.36,0.46796,0.732,0.96141,0.88806,0.76802,0.83742,0.63786,0.90746,0.88519,1.29142,0.00252569,0.000841895,0.00252569,0.000841895,0.00252569,0.000841895,0.00252569,0.000841895
85,3524.13,0.48572,0.50916,0.97502,0.91815,0.76128,0.83871,0.63533,0.908,0.86468,1.29189,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
86,3587.79,0.48085,0.50102,0.97955,0.92002,0.74966,0.82934,0.63081,0.89218,0.89726,1.28791,0.00248324,0.000827748,0.00248324,0.000827748,0.00248324,0.000827748,0.00248324,0.000827748
87,3653.77,0.49118,0.51311,0.98137,0.90468,0.76618,0.84209,0.62967,0.91625,0.88445,1.30422,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675
88,3722.19,0.49256,0.48958,0.97126,0.89945,0.7345,0.84085,0.64329,0.89702,0.91036,1.28771,0.0024408,0.000813601,0.0024408,0.000813601,0.0024408,0.000813601,0.0024408,0.000813601
89,3787.49,0.46901,0.49557,0.9663,0.8993,0.75634,0.83912,0.65194,0.88359,0.85508,1.26717,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
90,3847.05,0.47904,0.4857,0.96764,0.91438,0.74494,0.84133,0.65596,0.87056,0.88892,1.25943,0.00239836,0.000799454,0.00239836,0.000799454,0.00239836,0.000799454,0.00239836,0.000799454
91,3915.07,0.47903,0.49185,0.9649,0.91845,0.73881,0.83664,0.65094,0.87831,0.90806,1.26111,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238
92,3959.82,0.45994,0.4705,0.95457,0.88057,0.7271,0.82175,0.62656,0.88103,0.94557,1.27253,0.00235592,0.000785307,0.00235592,0.000785307,0.00235592,0.000785307,0.00235592,0.000785307
93,4030.83,0.48487,0.47949,0.95721,0.89813,0.74694,0.82679,0.62748,0.90598,0.93625,1.30367,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
94,4089.86,0.464,0.46399,0.96785,0.86757,0.74896,0.82723,0.63093,0.92423,0.95826,1.32573,0.00231348,0.00077116,0.00231348,0.00077116,0.00231348,0.00077116,0.00231348,0.00077116
95,4146.51,0.46045,0.49068,0.96944,0.90944,0.73996,0.83741,0.63305,0.9241,0.89715,1.32271,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086
96,4198.99,0.46405,0.48454,0.96493,0.88273,0.75936,0.83276,0.63652,0.91692,0.88468,1.31381,0.00227104,0.000757013,0.00227104,0.000757013,0.00227104,0.000757013,0.00227104,0.000757013
97,4274.06,0.45467,0.46339,0.95794,0.87224,0.74913,0.83201,0.63598,0.90031,0.89428,1.29543,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
98,4321.79,0.4574,0.46493,0.96215,0.88398,0.75553,0.82918,0.6448,0.87835,0.91094,1.2764,0.0022286,0.000742866,0.0022286,0.000742866,0.0022286,0.000742866,0.0022286,0.000742866
99,4373.27,0.46645,0.46846,0.97104,0.94764,0.76212,0.83706,0.63794,0.89868,0.89837,1.29809,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792
100,4430.77,0.46694,0.46836,0.96277,0.88932,0.74762,0.83379,0.6279,0.93584,0.89709,1.32643,0.00218616,0.000728719,0.00218616,0.000728719,0.00218616,0.000728719,0.00218616,0.000728719
101,4488.26,0.46242,0.4697,0.96298,0.90877,0.75063,0.82345,0.62517,0.90153,0.91069,1.28968,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
102,4548.03,0.45297,0.45147,0.95904,0.93839,0.74562,0.82826,0.62806,0.92541,0.92814,1.31529,0.00214371,0.000714571,0.00214371,0.000714571,0.00214371,0.000714571,0.00214371,0.000714571
103,4608.17,0.43934,0.45355,0.95417,0.93983,0.73434,0.84091,0.64568,0.92196,0.88408,1.31283,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498
104,4656.02,0.46527,0.4647,0.97114,0.92154,0.72924,0.82669,0.63287,0.92276,0.94428,1.30649,0.00210127,0.000700424,0.00210127,0.000700424,0.00210127,0.000700424,0.00210127,0.000700424
105,4704.93,0.45567,0.48583,0.96523,0.88093,0.76465,0.81797,0.62322,0.91177,0.95767,1.3272,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
106,4754.42,0.44011,0.43042,0.94933,0.91067,0.72354,0.82535,0.63263,0.92211,0.95569,1.34021,0.00205883,0.000686277,0.00205883,0.000686277,0.00205883,0.000686277,0.00205883,0.000686277
107,4819.08,0.4293,0.43402,0.95292,0.88494,0.74176,0.82008,0.62255,0.92771,0.95969,1.32463,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204
108,4883.09,0.44791,0.45577,0.95758,0.95901,0.71144,0.82842,0.63209,0.92123,0.88354,1.31708,0.00201639,0.00067213,0.00201639,0.00067213,0.00201639,0.00067213,0.00201639,0.00067213
109,4932.51,0.43369,0.42238,0.94724,0.90096,0.73416,0.82766,0.62643,0.92359,0.92296,1.31686,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
110,4984.84,0.43807,0.44012,0.94982,0.8866,0.74831,0.82418,0.63468,0.90597,0.92075,1.3145,0.00197395,0.000657983,0.00197395,0.000657983,0.00197395,0.000657983,0.00197395,0.000657983
111,5045.22,0.46377,0.45177,0.96982,0.88926,0.75608,0.83206,0.64129,0.90247,0.88201,1.30586,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909
112,5120,0.42634,0.42888,0.94535,0.90471,0.7492,0.82281,0.62973,0.90504,0.9261,1.30112,0.00193151,0.000643836,0.00193151,0.000643836,0.00193151,0.000643836,0.00193151,0.000643836
113,5193.55,0.42501,0.42598,0.94836,0.92786,0.74886,0.8303,0.62412,0.92185,0.92178,1.30959,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
114,5253.37,0.43963,0.41832,0.95856,0.86811,0.76492,0.82507,0.62955,0.94066,0.92287,1.32333,0.00188907,0.000629689,0.00188907,0.000629689,0.00188907,0.000629689,0.00188907,0.000629689
115,5312.87,0.42633,0.45548,0.93049,0.92581,0.73298,0.84751,0.64725,0.92955,0.87147,1.31958,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615
116,5368.09,0.44515,0.44749,0.95789,0.87695,0.76763,0.83561,0.63531,0.93454,0.89661,1.3208,0.00184663,0.000615542,0.00184663,0.000615542,0.00184663,0.000615542,0.00184663,0.000615542
117,5428.49,0.43113,0.4385,0.95308,0.88626,0.75998,0.83031,0.63329,0.92056,0.91193,1.31778,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
118,5506.52,0.43678,0.43886,0.94604,0.88659,0.74834,0.82543,0.63107,0.92171,0.92072,1.33625,0.00180418,0.000601395,0.00180418,0.000601395,0.00180418,0.000601395,0.00180418,0.000601395
119,5555.54,0.44824,0.44904,0.95811,0.94624,0.72634,0.82946,0.63735,0.90321,0.94307,1.31892,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321
120,5633.52,0.41554,0.53119,0.9309,0.88534,0.74968,0.83001,0.63292,0.90968,0.90923,1.30773,0.00176174,0.000587248,0.00176174,0.000587248,0.00176174,0.000587248,0.00176174,0.000587248
