epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
37,675.675,0.61938,1.01746,1.0775,0.99178,0.96403,0.99078,0.86455,0.51972,0.64475,0.96077,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
38,693.268,0.605,0.96812,1.06619,0.98422,0.971,0.99062,0.86466,0.51534,0.63294,0.95817,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
39,711.751,0.603,0.98934,1.07571,0.98964,0.97055,0.9928,0.87561,0.51218,0.62271,0.95576,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
40,729.272,0.59207,0.97023,1.06082,0.9882,0.97517,0.99119,0.86981,0.51441,0.62641,0.95847,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
41,749.077,0.60051,1.50135,1.08062,0.97692,0.96943,0.99031,0.8508,0.55547,0.69524,0.98394,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
42,766.824,0.5936,1.38016,1.06838,0.98192,0.96785,0.98785,0.85932,0.53244,0.68919,0.97765,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
43,784.887,0.58349,1.3967,1.07399,0.98928,0.97286,0.992,0.86952,0.51076,0.68729,0.95754,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
44,802.248,0.56251,1.31101,1.04451,0.99028,0.9766,0.99236,0.8699,0.50742,0.68713,0.95361,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
45,820.568,0.54517,1.28828,1.04915,0.99132,0.97178,0.98911,0.87033,0.49885,0.68057,0.94647,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
46,838.653,0.53134,1.26081,1.03178,0.98385,0.97454,0.98917,0.87594,0.48696,0.66174,0.93738,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
47,855.863,0.52128,1.22643,1.03913,0.98541,0.97713,0.99166,0.8785,0.48009,0.6586,0.93419,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
48,874.092,0.52427,1.23303,1.01055,0.98387,0.97258,0.98854,0.87527,0.47985,0.65393,0.93338,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
49,891.598,0.51335,1.24719,1.01114,0.9879,0.97192,0.99136,0.87652,0.47637,0.64403,0.92974,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
50,910.048,0.50865,1.16479,1.01888,0.98716,0.97572,0.99156,0.87855,0.47544,0.64694,0.9286,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
